ClmId,Mbr,Npi,State,Zip,Date,Proc,Dx,Pos,Reas,TotChg,Action
834H123901,165-93-5768,3515658294,NY,10310,2/5/2019,3572,55302,20,PDUP,4546.33,Release
977M212187,291-18-5569,4241598547,CA,91210,11/26/2019,1831,80375,81,PCOB,4793.02,MedRev
129G793592,197-42-3831,8612214281,OK,73173,11/3/2019,3728,85196,81,PM5R,7741.41,Deny
227C749161,138-50-5190,8381467445,TX,75372,8/12/2019,5351,20101,22,PDOC,4358.01,RePend
462F452584,741-33-0222,4683789368,CA,94807,8/15/2019,835,84511,72,PCOB,482.75,RePend
140P571964,382-53-0390,5393665546,MO,63116,6/29/2019,260,79929,12,PPOW,4578.43,MedRev
297F491565,582-20-4563,0973381777,NJ,07112,6/29/2019,3825,V029,11,PPJB,8582.02,Deny
482V027094,642-50-5582,0848860054,FL,32605,7/23/2019,3143,77983,31,PPOW,5281.27,Deny
366O008642,690-58-4142,1578629882,CA,92862,4/23/2019,1711,81001,81,PDOK,3285.13,RePend
301I922681,249-31-2571,6424878761,TN,37939,8/12/2019,4640,V1552,31,PDOC,8832.44,Deny
212Q259730,355-19-3376,4966120620,NM,87121,8/1/2019,9906,5970,23,PVIP,8801.29,RePend
012E715431,110-45-5770,6270206758,KS,67220,7/8/2019,1274,E8375,31,PDOK,6088.37,RePend
341Y112496,769-15-7683,2213453420,CO,80925,4/20/2019,3423,78865,72,PDOC,4192.63,Deny
387X409861,689-04-7207,9014880833,WI,53215,3/9/2019,5721,V8802,52,PPJB,3872.89,Deny
610W288926,243-81-6431,6216461660,OH,44305,6/11/2019,4102,E9410,23,PVIP,4665.25,RePend
146N054992,393-49-6274,9297266255,MN,55172,10/2/2019,3535,42099,52,PDUP,3370.2,MedRev
492F447623,447-19-2595,6882623642,LA,71213,1/8/2019,1713,76492,31,PPJB,8902.09,RePend
980Q563567,389-43-7471,9814725441,CA,90050,12/30/2019,504,5963,81,PVIP,3041.61,Release
439Y412911,815-93-2747,7884333227,TX,75236,11/9/2019,9013,70706,22,PPJB,8928.69,Release
116Y068812,427-80-3391,0007741927,TX,78754,1/9/2019,8811,20979,23,PDLB,8000.31,Release
536U360664,828-40-8353,7243423346,TX,79118,3/25/2019,0841,73032,17,PVIP,3153.12,Release
441G900079,157-41-5894,1524601815,OK,74103,10/13/2019,4602,061,31,PDOC,7475.77,MedRev
170N514804,836-59-6126,0429025060,AZ,85219,12/8/2019,7938,81200,52,PCOB,4517.35,Release
798P603548,693-09-2119,4149530763,NE,68110,1/28/2019,7011,79539,17,PAUT,4038.07,Release
924F107429,466-03-1854,8309062918,TX,78044,10/10/2019,3239,01722,72,PDLB,2564.13,Release
834V528321,553-28-6840,4498601706,MN,55115,1/18/2019,8708,1428,22,PCOB,245.92,MedRev
551Y573614,312-87-9356,2701539214,PA,19093,7/25/2019,8690,E8411,72,PPJB,9551.06,MedRev
354B169597,291-82-2527,0024114030,AZ,85260,11/15/2019,7594,1405,31,PCOB,1921.15,Release
558M120750,448-71-9229,3966360816,MD,21684,5/18/2019,199,6230,11,PDUP,5466.01,RePend
451S130057,797-99-5912,9489961847,CA,92121,4/12/2019,1433,8483,11,PDOK,8754.42,RePend
510A254871,664-45-6376,4675226490,MN,55441,1/13/2019,0023,9848,72,PVIP,9041.3,Deny
932S023636,397-49-2371,4235756819,TN,37410,7/4/2019,1809,31381,11,PDOK,3761.14,MedRev
062I170076,167-15-2963,8385036315,MT,59112,1/25/2019,8172,72811,72,PCOB,573.5,RePend
670E978548,340-75-3625,7496390379,KY,41905,7/16/2019,632,9351,52,PAUT,4163.05,Deny
166K527801,334-37-5418,0042838811,AZ,85067,6/26/2019,8802,64864,65,PVIP,5134.78,RePend
972T939555,349-60-8788,7814984051,OH,44705,3/18/2019,4862,E911,22,PDOC,155.6,RePend
536W035966,254-71-0155,6915175832,NY,12305,4/6/2019,8754,3300,31,PAUT,9459.72,Deny
964R729087,700-43-6830,8173707367,MI,49505,12/22/2019,7221,9651,20,PM5R,5940.86,MedRev
306B886965,834-74-2630,6681680343,NC,27717,11/27/2019,7703,3154,22,PDUP,1594.09,MedRev
779R372666,362-86-7989,7218586952,NV,89130,3/8/2019,341,71980,17,PM5R,4935.21,MedRev
391D204525,423-65-2428,8693189877,FL,34282,3/28/2019,3507,1020,11,PCOB,1047.47,MedRev
505O634836,175-47-9957,8519233376,CT,06705,1/15/2019,6602,81242,52,PPOW,8186.3,Release
876M277811,428-81-7193,0254172478,TX,75221,12/17/2019,7896,1408,22,PPJB,6211.12,Deny
974L591561,246-19-7813,2775967118,TX,79999,2/6/2019,8028,E9530,22,PDUP,6355.92,MedRev
617D967614,870-51-8921,7294251022,NV,89105,3/11/2019,4719,83651,12,PDOK,5037.66,Release
319B194233,153-89-7083,3494135038,AZ,85383,7/6/2019,4825,E9494,31,PDLB,6094.56,Release
647E825000,664-34-9723,8028372101,NY,10292,3/12/2019,8840,73032,81,PDOC,791.99,Deny
819N828729,215-14-4289,3433200812,NV,89130,7/25/2019,9051,28269,72,PDOK,7589.66,MedRev
471H922993,472-73-3692,5325435809,SC,29505,10/28/2019,9181,01105,11,PDOC,3962.4,Deny
484E737915,642-06-2990,4324626736,TX,88584,7/21/2019,2009,9670,17,PPJB,8864.14,MedRev
649S869852,504-22-6119,3076822014,CA,95833,11/27/2019,4864,65563,52,PCOB,3841.05,Release
028H465041,768-60-4224,9523952854,IL,60193,1/14/2019,9910,42518,11,PDOC,156.4,MedRev
645M549492,775-06-3836,3423962046,PA,18706,6/15/2019,5380,69553,12,PCOB,168.86,Release
791Z168404,244-41-7255,7092606420,GA,30380,6/2/2019,4251,30652,65,PDOC,3893.11,Release
446I108612,803-87-0430,9259692823,FL,33111,11/12/2019,9985,53019,12,PDOC,9566.22,RePend
049H149176,290-79-1246,5649045535,CO,80951,5/17/2019,3250,7989,17,PDOK,706.84,RePend
885D857623,689-38-3199,0735206615,CA,92415,2/17/2019,9644,4329,23,PDUP,4521.31,RePend
431H166319,290-03-5900,1046715274,OK,74149,4/13/2019,3492,71613,81,PDOC,525.63,Deny
547J572128,157-23-7701,2277661764,MD,21684,4/15/2019,4674,5560,11,PDOC,5257.33,Release
304G893471,243-73-8231,1409870388,DC,20319,4/13/2019,4639,V036,65,PDLB,4128.48,MedRev
059W532823,529-86-6330,0522226844,GA,30245,1/29/2019,8156,7854,81,PDOK,2531.62,MedRev
157J035976,624-53-4741,1631174925,VA,22212,7/9/2019,0399,37502,52,PDUP,2769.58,Deny
875K874556,154-82-4743,3536969948,MS,39282,1/10/2019,0329,9730,20,PDOK,5877.28,RePend
803X697279,677-58-5395,1522373140,MI,48295,2/13/2019,0511,4449,81,PPOW,5902.5,MedRev
523T201614,467-22-6875,2033330042,IA,50936,4/29/2019,8405,80605,20,PM5R,5226.83,MedRev
322T831673,787-31-4312,4247118250,WI,53285,10/24/2019,283,63600,81,PDLB,6963.48,RePend
729E832514,813-69-2463,2924074401,KS,66606,7/28/2019,326,36457,12,PDOC,2610.67,RePend
597V330731,267-06-6116,1616195461,FL,33185,7/5/2019,8291,94225,81,PCOB,9401.46,Deny
651V709391,457-92-9263,4191922455,NY,13205,2/3/2019,4221,71154,65,PDOC,9939.86,Release
992R850043,681-77-4923,3355047033,WA,99215,9/24/2019,8774,81310,52,PDOC,4574.71,RePend
102P229735,164-55-7143,2529194601,WA,98158,11/20/2019,6292,V4614,23,PCOB,9948.25,Release
220J330361,494-51-6670,0548816362,MI,48076,5/31/2019,7810,E9678,12,PPJB,9654.86,Release
264X652297,884-08-7175,4484944553,NY,10203,5/29/2019,0117,8675,52,PDOC,8968.75,Release
095E086434,168-07-8614,0964577300,TX,77030,10/14/2019,9016,52100,17,PPOW,1147.89,Release
915M586012,836-02-7003,7633602384,WA,98442,5/19/2019,244,0380,52,PCOB,4194.83,MedRev
449I114689,662-13-4847,1814392344,CA,95064,5/27/2019,8953,8364,11,PDOC,4305.9,Release
997L696788,762-48-4740,1619671520,PA,15134,3/7/2019,0014,01320,11,PDLB,2698.92,RePend
522Y009757,525-17-8898,1968325357,CA,94147,11/27/2019,9626,04103,12,PCOB,5680.29,Deny
805U847253,248-44-8588,8216641271,TX,77090,7/22/2019,9601,1216,31,PCOB,5673.41,MedRev
926L246260,640-63-9156,7396513290,AZ,85010,10/10/2019,3225,30460,20,PM5R,9612.12,Release
050V421666,443-18-4000,8428982033,IN,47732,7/8/2019,3983,E8040,52,PDOK,6728.41,Deny
423D223543,623-07-5832,3208521421,UT,84130,1/12/2019,8785,4148,12,PM5R,9685.12,Deny
225Y686737,895-73-7387,5922370612,GA,30323,12/9/2019,1422,81301,12,PDUP,6492.98,MedRev
441I302734,775-81-3737,9556390045,DC,20599,2/10/2019,7827,71140,20,PDOK,8291.37,MedRev
063H545835,439-10-5765,2483304491,WV,25711,10/29/2019,9230,37990,20,PCOB,7525.86,MedRev
127L788329,377-93-5682,0763500486,NC,28215,12/25/2019,6394,V624,12,PDOC,5272.35,Release
270I658685,256-70-1280,1228333806,NM,87180,8/7/2019,8766,V4579,81,PDLB,9157.21,Release
122W344615,539-23-9568,2661977626,NM,87592,9/25/2019,031,74901,31,PPJB,9179.82,Deny
001G424939,220-72-0763,4494256609,MA,01610,2/10/2019,8147,80379,22,PDOC,3603.65,RePend
669P504033,313-10-3932,7821008436,WI,53277,10/19/2019,9902,7527,22,PCOB,4470.33,Release
397Q662639,282-30-0068,9030509011,OK,74108,11/14/2019,3975,7290,72,PCOB,1060.99,MedRev
361Z306056,466-70-7293,2287634501,MD,21229,7/23/2019,8173,65381,81,PDLB,9022.32,Deny
301Y505330,373-57-2372,9896217076,AZ,85077,6/13/2019,3525,E8254,52,PDOC,5531.45,MedRev
560A759039,688-02-1033,4468066232,VA,24503,2/3/2019,715,9564,72,PPJB,6205.8,MedRev
208K247929,100-31-9757,6449403512,AZ,85271,12/21/2019,7061,6959,22,PAUT,3502.74,MedRev
318M245506,867-17-4093,6340049406,CA,92424,10/17/2019,3889,99678,31,PDLB,9843.32,Deny
254A734308,783-19-1848,7438900985,MA,02298,8/11/2019,7910,1281,17,PDOK,6232.35,RePend
844I651982,105-84-7028,6827913034,CA,90398,3/7/2019,0065,66800,81,PVIP,8559.63,MedRev
111O651583,141-94-3061,8708005688,NY,10160,5/26/2019,9986,99667,22,PDOC,886.08,Release
935O134613,640-14-1796,3408679342,MA,02305,1/28/2019,8104,78832,31,PDLB,929.02,MedRev
560R144395,609-53-0182,0529437972,NC,28220,5/5/2019,5196,9986,23,PDUP,4505.58,Release
580E476502,207-87-0721,7471314419,FL,34114,5/25/2019,3999,05679,65,PDOC,2983.23,Deny
943M819967,250-82-9350,3779140897,TX,77045,3/10/2019,3224,86342,72,PDLB,8100.0,Release
932T706978,743-78-7407,9408857409,CA,91520,4/12/2019,2181,E8412,31,PDOC,6668.48,RePend
021A311625,343-20-1538,8501164575,NC,27717,9/7/2019,5919,66420,52,PDUP,376.54,Release
054F165373,205-23-2671,0476300542,TX,79165,10/19/2019,2319,2211,65,PDOC,4141.32,Deny
357S512515,634-72-1040,2383102211,TX,75358,4/2/2019,2649,01661,81,PDLB,1496.38,Deny
019M046720,723-96-7003,7368558644,IA,50393,1/31/2019,4840,V285,22,PDOK,5612.57,RePend
911S979984,417-29-4005,5560338551,MO,63131,1/8/2019,9908,23330,52,PPJB,9961.27,MedRev
956W034380,621-41-7219,1641435529,NV,89110,6/17/2019,9434,52879,72,PDUP,3578.4,Release
830O637444,215-54-9671,4308079919,LA,70616,11/18/2019,3193,2309,72,PDLB,3083.24,MedRev
197W202177,402-21-4216,7659023650,TX,78737,4/27/2019,5683,36311,20,PVIP,8723.64,MedRev
892B450281,887-97-1319,9076950501,AR,72118,2/8/2019,8126,V0381,52,PM5R,3516.69,Release
092Y424403,805-13-6391,1434545499,VA,23293,8/31/2019,3883,1975,31,PDOC,3336.29,MedRev
336T495794,884-60-8822,2378125137,KY,40745,3/27/2019,9361,63731,65,PPJB,690.18,MedRev
879C010607,496-40-1800,7723122151,TX,76705,10/10/2019,1283,5853,12,PDUP,9276.23,RePend
624J507501,162-73-6489,1320288368,AZ,85045,8/10/2019,2642,E8166,65,PM5R,2001.99,RePend
040Q407471,348-11-7238,3308966631,OH,44760,12/29/2019,6871,E8243,65,PM5R,7221.41,Deny
665L379967,509-86-3590,9828193279,RI,02905,6/10/2019,1171,20940,17,PM5R,9343.59,Deny
024B229098,319-60-3902,4562351600,SC,29411,11/4/2019,0681,7176,52,PM5R,2880.31,RePend
722I517863,268-06-0031,3825620849,OH,45271,10/18/2019,2023,V9083,20,PVIP,4351.12,Release
524U670004,390-11-2553,5157938113,AK,99709,12/30/2019,9321,9647,22,PDOK,3520.84,Deny
780V883808,509-93-6243,7257569089,GA,30301,4/11/2019,0982,65220,81,PPOW,5568.8,RePend
507X608688,115-02-4915,5047115997,IL,60663,2/27/2019,7992,80079,20,PDOC,2422.66,Release
188I032546,116-21-8185,7121418627,FL,33315,9/2/2019,6191,4296,52,PVIP,1358.44,Release
707C852279,368-94-3547,6407283500,IN,46216,1/19/2019,0764,5839,52,PDOC,4098.26,Deny
322T205620,306-86-7781,4733764178,TX,78710,12/27/2019,5219,3133,23,PPJB,3564.18,Deny
835X780255,627-44-4201,7277486709,NY,10131,4/6/2019,3029,8029,72,PVIP,7279.81,MedRev
348C663803,493-45-8705,9671429593,CA,93111,3/27/2019,4061,2669,81,PDUP,4196.54,MedRev
332Z109844,773-05-4632,6012652418,FL,33233,11/11/2019,4253,72660,12,PDUP,2671.24,RePend
214S678063,349-58-8357,2196255656,MO,64190,12/7/2019,3801,43380,81,PPJB,8989.57,MedRev
557V188155,806-61-5374,4323327635,MO,64109,4/15/2019,3976,20240,81,PAUT,9853.8,Deny
070H095042,723-16-5051,5888575697,TN,38109,6/3/2019,9733,E9338,52,PPOW,2765.14,MedRev
015O588887,423-21-3559,6914402599,MS,39305,7/15/2019,4107,53111,23,PDLB,1350.65,RePend
118R572691,469-71-4110,8809925240,KY,40298,12/19/2019,8191,1611,11,PCOB,6387.31,Release
597N836622,114-92-0383,8083134428,CA,90810,4/15/2019,8511,43410,22,PDLB,6816.11,Release
291B930968,745-82-6851,5887166249,PA,15250,1/4/2019,8832,66624,12,PPJB,8394.53,MedRev
800R491839,313-19-6318,7693901253,WA,98127,4/4/2019,4029,38871,65,PDLB,6851.53,MedRev
470F382159,242-91-0408,9943074679,MS,39534,10/27/2019,7917,8784,17,PPJB,7915.51,Deny
888I137987,806-75-7752,2533206306,LA,71105,12/16/2019,1282,53150,65,PDUP,764.65,Release
755G654499,871-96-8061,2541778899,SC,29905,12/19/2019,0072,E0000,12,PAUT,5339.27,MedRev
478S116488,478-86-2293,6234523821,CT,06726,8/13/2019,9184,V520,72,PDOC,6375.7,MedRev
260Y287171,558-43-6304,8963787057,CA,95828,1/6/2019,8377,94351,81,PCOB,3342.33,Release
309F389412,376-90-1666,0933000867,OH,44720,12/7/2019,8852,V556,23,PVIP,8229.27,MedRev
221P276856,113-82-0783,1539049130,WA,98158,12/10/2019,9323,83304,22,PAUT,3707.06,Release
729C950184,592-91-3865,0227563867,WA,98148,12/16/2019,9055,24921,11,PAUT,1473.97,RePend
354G919234,209-06-4000,6683307159,OH,44329,7/22/2019,9535,5933,65,PPJB,9154.72,Deny
501D390735,682-02-7687,4814086645,TX,78285,4/10/2019,0952,7337,22,PAUT,6076.96,Deny
654G825564,403-33-7276,4302362500,TX,79176,3/25/2019,0009,40311,72,PAUT,2085.23,Release
119H122757,865-77-2810,7603996831,KY,40591,9/1/2019,8463,7439,72,PDUP,8291.76,Deny
579Y938419,347-12-5933,2078366288,FL,33134,3/27/2019,0151,74335,65,PVIP,4323.95,Deny
800I340992,752-48-0573,6535986638,CO,81005,12/2/2019,8793,V233,72,PDOC,9041.61,RePend
420R923569,159-74-3993,0346804281,NE,68510,8/4/2019,7101,V8745,11,PPOW,4273.71,Release
898O400615,486-09-1005,5468994583,VA,23705,5/3/2019,4836,27902,52,PCOB,3703.41,MedRev
328M588840,541-96-8627,9267103745,OH,44329,3/27/2019,9789,34989,12,PPOW,5678.65,Release
930K803866,310-25-5898,5284721325,AL,36125,10/28/2019,4833,11595,65,PVIP,4096.76,MedRev
528T672974,639-54-4965,7266141311,AL,36641,1/14/2019,8374,7609,52,PVIP,7983.95,Deny
060D545766,277-05-2620,1692178068,DC,20370,7/14/2019,7903,E9582,17,PM5R,4425.08,MedRev
300D601125,899-52-3883,4867899084,NY,10110,7/29/2019,4441,9309,17,PPOW,4224.63,MedRev
946T200220,610-17-5025,8477692483,WA,99215,12/25/2019,8025,E8150,81,PDOC,7402.46,MedRev
226H134745,797-08-8747,7049545517,IN,47725,10/16/2019,734,05101,81,PDOK,6710.55,Deny
581D041761,298-52-7504,4289417232,MO,64142,7/17/2019,5900,67111,23,PPOW,4577.4,Deny
398O275052,703-94-3753,0303034895,OH,45208,2/26/2019,0887,05412,72,PAUT,7077.16,RePend
745R682094,103-87-0932,8173040880,CA,93773,9/8/2019,0711,86511,20,PVIP,4657.96,RePend
365P105314,201-09-7843,6392510720,CA,95160,11/4/2019,4972,71874,11,PDOC,1811.2,Release
878A592018,293-27-6482,2153217713,PA,19120,11/20/2019,9815,0382,11,PDLB,1847.45,MedRev
874U895988,802-05-4392,5963200941,MO,64130,1/12/2019,5797,34200,81,PDOK,7317.5,RePend
042D870335,542-35-3375,4166097496,IN,47306,8/24/2019,680,71129,31,PPOW,2602.62,MedRev
038I965774,164-62-5563,3881595134,TX,78235,3/27/2019,7732,24901,65,PCOB,3819.05,MedRev
602S502134,487-97-4490,3339783730,VA,23260,5/17/2019,016,6243,72,PPJB,1385.17,RePend
102R434659,755-51-7284,1119143572,DC,20231,12/3/2019,2952,53140,11,PAUT,7615.59,RePend
562A366442,543-81-0608,8440427347,OH,45419,1/16/2019,8096,2510,17,PM5R,1513.85,MedRev
636U968046,785-52-5809,2287293604,IN,46207,7/8/2019,5554,9760,22,PPJB,7649.13,Release
994B722266,775-56-2312,8778009120,CA,94132,11/4/2019,4311,66421,22,PVIP,5021.15,MedRev
764F184403,507-44-5193,7915897317,TX,79928,2/25/2019,8875,5711,23,PDOC,9104.6,Deny
298N584934,352-57-4838,9371613854,AL,35815,3/17/2019,0395,95899,65,PAUT,5588.94,RePend
424Y090828,825-82-7240,5680917747,MO,64149,1/31/2019,8897,05811,11,PDLB,5127.44,Release
695R644547,447-54-5729,7337276775,NY,10275,3/26/2019,3897,39890,22,PVIP,6084.85,MedRev
428J953097,364-25-3107,8769237134,CA,92555,11/13/2019,8072,65430,52,PDUP,7336.99,RePend
423L627222,796-25-2434,3003850464,TN,37605,1/11/2019,8124,9755,72,PAUT,9746.37,Deny
194J070199,748-79-4773,8465400038,OH,45213,8/12/2019,4063,1480,20,PCOB,2287.63,Deny
163Q031569,751-62-1132,1514450104,MO,63167,4/9/2019,1121,E9520,11,PDUP,509.03,Release
374A612108,754-50-3432,0764521147,TX,77388,1/3/2019,8286,E9496,17,PCOB,4232.53,Deny
886C412904,302-86-8040,9096737622,WI,53716,10/7/2019,6529,75562,17,PM5R,8777.7,Deny
106S922201,512-98-7992,7747387897,FL,32605,5/18/2019,7739,73320,22,PPJB,343.9,RePend
902R991731,238-84-0180,2114094847,IL,62723,12/13/2019,612,80489,11,PDOK,6533.8,Deny
059I658357,323-80-3218,5321754823,TX,78754,9/2/2019,4469,30183,11,PM5R,4061.25,Release
005P617628,512-19-0978,9849831969,KS,66220,4/7/2019,7779,65681,17,PDOC,7109.38,Release
632U147262,823-04-8647,5256341695,TX,78744,5/8/2019,1811,66950,20,PPJB,2151.08,RePend
227I824394,226-04-2214,4829358407,CA,90045,5/26/2019,642,9597,22,PVIP,6818.01,RePend
515W129882,472-65-6010,0628457042,OH,43204,3/22/2019,4532,E9468,22,PDLB,2022.23,Deny
154M804923,222-90-2151,2368005077,VA,24009,5/20/2019,1043,72190,20,PCOB,7373.31,Release
222S263407,841-62-6689,3945264166,NV,89166,11/9/2019,6812,94315,52,PDLB,6741.01,Release
389L104471,200-41-4754,0075631168,TX,78044,11/29/2019,8093,20712,81,PPOW,4619.72,Release
142K677783,226-15-2116,4103985271,MS,39404,1/14/2019,0084,6190,81,PPJB,9810.93,Deny
693I479976,542-93-6270,1409228116,PA,19120,7/29/2019,2551,36814,17,PDUP,4283.99,Release
479P222598,613-53-8887,8847846796,TX,75265,3/31/2019,3888,17390,52,PPJB,9845.21,Deny
885F176652,144-75-7169,9782973980,TX,88525,3/18/2019,2411,20144,11,PPOW,7454.5,Deny
118F909382,637-65-0009,2649990481,CA,93794,3/3/2019,7739,V8534,11,PPOW,3670.26,MedRev
126X822814,774-47-4612,0316982705,DC,20392,9/5/2019,9069,V1589,52,PPJB,3382.79,Deny
614V699464,175-11-1664,0275679223,MT,59105,4/23/2019,7888,79502,22,PPOW,7524.46,Release
861J641701,756-29-3714,9548422861,FL,32225,4/3/2019,8801,80360,11,PPOW,2652.31,RePend
953F452832,616-96-6685,2055994122,CA,90030,7/29/2019,2629,3101,12,PVIP,7799.66,Release
896R914613,100-82-4665,1690606927,MN,55590,9/2/2019,7697,52132,52,PAUT,3304.68,Release
459U059662,292-02-2649,5430432931,NJ,07522,12/23/2019,2121,1462,12,PM5R,4945.65,Deny
307P740278,328-65-3402,8466059126,CA,93726,12/1/2019,7849,7510,65,PDOC,6583.86,Deny
404J775229,492-09-4529,3716507344,PA,15240,9/22/2019,0834,1624,11,PDOC,4349.4,Deny
626H819631,310-23-0598,0285889988,IL,61656,4/28/2019,3331,25032,72,PDUP,9401.64,RePend
725A326010,688-69-0425,1505406124,PA,15205,12/10/2019,8622,36511,65,PDUP,3323.75,MedRev
757V947175,242-67-6672,9481380411,UT,84199,5/12/2019,3992,V3901,17,PPOW,445.02,Deny
932B769967,120-70-2347,9669734836,PA,16550,2/14/2019,073,4291,72,PVIP,8788.99,Deny
584V679766,306-16-3464,3754919085,NY,10292,2/5/2019,5689,64410,20,PDUP,1856.07,Deny
003Q876039,857-23-7908,6001163177,DE,19805,12/13/2019,4640,E9399,31,PAUT,3091.51,Deny
450O210249,897-15-8551,3731565001,FL,33180,12/26/2019,2241,86803,20,PDLB,7854.95,RePend
751Q571471,349-01-4813,3753795448,OK,73104,3/21/2019,1343,37148,11,PDOC,8364.13,Deny
712P274700,577-88-4129,0642360768,CA,94207,5/19/2019,7767,80403,23,PVIP,8923.46,MedRev
202W262954,578-61-1794,6308819243,CA,92867,2/6/2019,5691,E9952,12,PDOC,8088.71,MedRev
920W390348,405-91-2518,9726313113,IN,47812,3/5/2019,8782,65610,72,PAUT,1959.14,Release
246G019526,764-36-0679,3043339209,OH,44197,11/9/2019,2264,E8845,11,PDLB,2826.47,RePend
545Z818267,789-26-1945,3392655677,IL,60646,6/7/2019,3722,59373,11,PDOC,6843.46,MedRev
193D725681,341-30-1561,3763327248,MD,20918,8/9/2019,8084,66041,65,PVIP,914.32,RePend
838B439448,185-78-0199,7125136970,VA,22234,5/9/2019,7971,34510,52,PCOB,2576.27,Release
606G577308,605-74-7708,9336644865,FL,33416,3/3/2019,3507,48809,20,PDOK,2753.66,RePend
603X562778,466-75-9145,5757538048,OH,44305,11/23/2019,8675,01734,23,PVIP,2841.34,MedRev
262E246614,452-50-4623,4287725165,OH,45243,5/21/2019,7351,4940,17,PDLB,208.54,MedRev
572Z437108,343-34-4765,8737500177,TX,78789,4/25/2019,9437,75241,23,PDOC,6262.85,Release
123K265510,343-31-0564,0958427118,FL,32575,1/15/2019,6309,5792,52,PDOK,1743.2,Deny
577Q822516,139-36-0429,1625157839,NY,11205,1/4/2019,9951,65840,22,PM5R,2653.12,Release
143A442743,542-77-2945,2454564636,TX,77030,12/5/2019,2992,81382,52,PDUP,676.98,Release
617E620066,832-58-8407,0505678503,MD,21203,9/22/2019,5343,81500,11,PDOC,9793.79,RePend
753K327385,631-29-2645,4070930253,GA,31704,4/5/2019,0864,80162,12,PDLB,9639.5,Release
100V974791,330-78-2971,9173205933,NY,10004,4/10/2019,7811,34630,31,PCOB,3027.38,MedRev
871N852232,173-07-6508,8752886896,CA,94705,4/7/2019,6554,6930,31,PVIP,6533.21,Release
429Q661361,725-24-5923,4730650037,PA,19184,7/27/2019,0015,01403,72,PDOC,635.27,MedRev
762I585131,440-67-0580,0574785275,KS,67205,8/15/2019,4443,20075,11,PM5R,1594.25,Release
588U998522,509-45-5039,3830323829,MI,49505,12/27/2019,1029,24911,20,PM5R,9723.2,Release
182Q461602,886-93-2514,5205794948,CA,90505,2/27/2019,4105,E9278,17,PAUT,4629.39,RePend
927K575398,284-19-9221,9333376046,IA,52809,9/13/2019,4024,25091,22,PAUT,7565.28,MedRev
311G422932,535-97-7324,6683624151,CO,80235,10/23/2019,1239,E8632,81,PAUT,6829.57,MedRev
939K540553,634-72-2551,3628089615,WA,98417,7/8/2019,0716,74321,11,PDLB,949.07,RePend
902X115416,886-29-4851,5304696612,ND,58106,8/27/2019,1176,0202,12,PM5R,3202.77,RePend
030O943147,358-98-8280,5859902346,VA,24014,1/20/2019,8897,85184,72,PDOC,2812.06,MedRev
403U873903,840-94-8233,7788478598,CA,93704,11/24/2019,6111,6079,31,PDOC,5488.36,Deny
318B841598,260-99-5615,4009499873,OH,44485,8/1/2019,9733,V8404,81,PDLB,192.68,RePend
245T789990,823-54-4630,8758783933,CT,06912,8/23/2019,3562,64934,65,PVIP,4446.75,RePend
094U449203,379-28-4342,9991428510,DC,20088,3/29/2019,5451,01792,12,PDOC,746.98,Release
595F514287,353-32-8391,0767281880,TX,78732,11/3/2019,9900,1551,31,PM5R,5814.1,Deny
878J338267,747-18-0229,6310638886,NV,89193,4/28/2019,9507,30110,81,PDLB,895.58,MedRev
203H458923,180-67-6850,7758841393,MD,21203,6/26/2019,9629,4353,72,PDOK,6258.36,RePend
208C781568,649-43-9761,8272422394,WI,53205,1/8/2019,7014,9551,72,PDUP,3084.38,Deny
204U428507,754-62-0748,7027804285,NC,27705,9/29/2019,1235,52435,81,PDOC,4589.16,RePend
022I290004,521-29-3161,9539256781,MD,21211,9/4/2019,301,V284,81,PCOB,7781.47,Release
346V953994,846-49-0245,3326930859,FL,33742,4/18/2019,4682,8470,22,PPOW,6554.44,Release
135Z395292,813-47-9167,8591170071,NM,87180,3/7/2019,7851,80303,81,PDLB,739.24,MedRev
832J806090,741-60-7266,3003602778,OH,45807,3/12/2019,480,83809,23,PPJB,5051.14,Release
293I596427,537-18-2032,8988004070,MO,65898,7/21/2019,4945,V711,12,PDOC,4359.12,Release
712G854347,515-56-6540,6863857878,FL,34474,6/25/2019,4516,71126,23,PVIP,5431.91,RePend
756T000987,438-50-4269,2499106474,CO,81005,9/9/2019,0118,36920,81,PPJB,8541.61,RePend
977E647026,761-39-3213,7266186617,RI,02905,1/27/2019,8395,4279,12,PDUP,4659.9,RePend
634U258000,270-55-8825,8948438992,NY,11247,10/21/2019,3723,01405,11,PVIP,1660.19,MedRev
763K961419,260-85-3635,1923244078,MN,55458,5/1/2019,4439,1721,11,PDOK,6843.62,Deny
385Y713930,264-62-0116,9143855066,CT,06183,2/6/2019,7888,7864,11,PPJB,9871.5,RePend
107Q809197,522-71-2661,8652636977,CA,93721,2/7/2019,5539,3383,23,PDOC,799.58,Deny
441I858342,586-02-9489,1152230452,CA,91117,10/11/2019,9654,7173,65,PVIP,5477.56,Deny
856S840550,296-81-5395,9936622933,NJ,07505,5/31/2019,4840,2161,22,PPJB,8892.09,RePend
148Z194197,141-56-0595,6367250704,VA,24503,9/2/2019,0109,E8361,23,PDOK,3354.33,MedRev
125Z928695,865-57-6751,4270343325,OH,45264,8/15/2019,6619,71282,52,PAUT,6296.71,RePend
